trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.9829675073373518}",20,0,-75.31077514868097,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.98278138878035}",25,0,-99.37651512928855,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.9825942676881388}",20,0,-110.0089533914323,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
186,False,"{'a': 0.5, 'e': 0.9824061442516003}",20,0,-89.94695444992459,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
187,False,"{'a': 0.5, 'e': 0.9822170186626392}",20,0,-139.92731966176632,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
188,False,"{'a': 0.5, 'e': 0.9820268911141826}",25,0,-145.51998888231384,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
189,False,"{'a': 0.5, 'e': 0.9818357618001795}",25,0,-175.3455220027556,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
190,False,"{'a': 0.5, 'e': 0.9816436309156009}",20,0,-126.05237490143094,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
191,False,"{'a': 0.5, 'e': 0.9814504986564396}",25,0,-122.96722534216379,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
192,False,"{'a': 0.5, 'e': 0.9812563652197097}",25,0,-158.71979567774147,"{0: 11, 1: 6, 2: 5, 3: 1, 4: 2}",0
193,False,"{'a': 0.5, 'e': 0.9810612308034468}",25,0,-87.90346190735194,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.9808650956067073}",30,0,-199.3362174432057,"{0: 16, 1: 3, 2: 8, 3: 0, 4: 3}",0
195,False,"{'a': 0.5, 'e': 0.9806679598295689}",35,0,-152.50222792247334,"{0: 23, 1: 1, 2: 9, 3: 0, 4: 2}",0
196,False,"{'a': 0.5, 'e': 0.9804698236731297}",25,0,-139.2295701478642,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
197,False,"{'a': 0.5, 'e': 0.9802706873395084}",25,0,-149.22243503442832,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
198,False,"{'a': 0.5, 'e': 0.9800705510318439}",25,0,-72.91298843437531,"{0: 13, 1: 6, 2: 6, 3: 0, 4: 0}",0
199,False,"{'a': 0.5, 'e': 0.9798694149542954}",20,0,-205.31285499479637,"{0: 6, 1: 3, 2: 6, 3: 3, 4: 2}",0
200,False,"{'a': 0.5, 'e': 0.9796672793120416}",20,0,-98.39633989164167,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
201,False,"{'a': 0.5, 'e': 0.9794641443112811}",20,0,-168.8677973904611,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
202,False,"{'a': 0.5, 'e': 0.979260010159232}",25,0,-154.1977231308728,"{0: 14, 1: 0, 2: 7, 3: 3, 4: 1}",0
203,False,"{'a': 0.5, 'e': 0.9790548770641314}",30,0,-252.8124121717329,"{0: 15, 1: 0, 2: 9, 3: 3, 4: 3}",0
204,False,"{'a': 0.5, 'e': 0.9788487452352356}",30,0,-152.22007991374068,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 4}",0
205,False,"{'a': 0.5, 'e': 0.9786416148828198}",20,0,-72.29396819568063,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.9784334862181773}",25,0,-206.58758557053255,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 4}",0
207,False,"{'a': 0.5, 'e': 0.9782243594536205}",20,0,-61.43737601407029,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
208,False,"{'a': 0.5, 'e': 0.9780142348024794}",20,14,-12.50937098805193,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.9778031124791022}",20,0,-85.9969747946667,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
210,False,"{'a': 0.5, 'e': 0.9775909926988547}",30,0,-107.77724710722147,"{0: 18, 1: 1, 2: 10, 3: 1, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.9773778756781205}",30,0,-158.25510360831433,"{0: 15, 1: 5, 2: 7, 3: 2, 4: 1}",0
212,False,"{'a': 0.5, 'e': 0.9771637616343}",30,20,-4.118228494838229,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.9769486507858108}",25,0,-130.2719114274831,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 3}",0
214,False,"{'a': 0.5, 'e': 0.9767325433520879}",30,21,4.2501484128606855,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.9765154395535821}",25,0,-146.69664077721114,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
216,False,"{'a': 0.5, 'e': 0.9762973396117611}",25,0,-31.283225089853957,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
217,False,"{'a': 0.5, 'e': 0.9760782437491087}",25,0,-24.830863174513922,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
218,False,"{'a': 0.5, 'e': 0.9758581521891244}",30,0,-61.873555522092424,"{0: 22, 1: 0, 2: 8, 3: 0, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.9756370651563238}",25,0,-40.664539196132004,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.9754149828762375}",20,0,-107.4965964777053,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
221,False,"{'a': 0.5, 'e': 0.9751919055754118}",20,7,-115.84239154302244,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 2}",1
222,False,"{'a': 0.5, 'e': 0.9749678334814078}",30,11,-67.18949340995214,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.9747427668228014}",30,0,-216.50181409535128,"{0: 20, 1: 1, 2: 3, 3: 2, 4: 4}",0
224,False,"{'a': 0.5, 'e': 0.974516705829183}",20,0,-135.61197630124033,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
225,False,"{'a': 0.5, 'e': 0.9742896507311577}",20,0,-102.45410073085439,"{0: 11, 1: 2, 2: 4, 3: 3, 4: 0}",0
226,False,"{'a': 0.5, 'e': 0.9740616017603441}",25,6,-77.34701562975981,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 1}",1
227,False,"{'a': 0.5, 'e': 0.9738325591493749}",25,0,-91.03774424918616,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
228,False,"{'a': 0.5, 'e': 0.9736025231318967}",30,5,-73.64799767186062,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.9733714939425689}",35,22,-19.660746476833506,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.9731394718170647}",30,0,-229.57575397626638,"{0: 15, 1: 5, 2: 4, 3: 3, 4: 3}",0
231,False,"{'a': 0.5, 'e': 0.9729064569920697}",20,0,-54.50988058928604,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
232,False,"{'a': 0.5, 'e': 0.9726724497052822}",20,0,-48.96159186585656,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.9724374501954132}",20,0,-41.69096761990087,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.9722014587021854}",30,0,-147.52881956813852,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
235,False,"{'a': 0.5, 'e': 0.971964475466334}",20,0,-113.53220300850633,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
236,False,"{'a': 0.5, 'e': 0.9717265007296055}",25,0,-82.37971825917661,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
237,False,"{'a': 0.5, 'e': 0.9714875347347578}",20,0,-66.07187479583693,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
238,False,"{'a': 0.5, 'e': 0.9712475777255603}",20,0,-18.088770995488368,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.9710066299467928}",30,0,-125.63297139554004,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
240,False,"{'a': 0.5, 'e': 0.9707646916442464}",20,0,-193.69606002587,"{0: 8, 1: 2, 2: 7, 3: 0, 4: 3}",0
241,False,"{'a': 0.5, 'e': 0.9705217630647222}",20,0,-101.75849192803047,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
242,False,"{'a': 0.5, 'e': 0.9702778444560317}",25,0,-158.54366098168825,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",0
243,False,"{'a': 0.5, 'e': 0.9700329360669961}",25,0,-58.50618183591189,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.9697870381474466}",25,0,-128.17609798390518,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
245,False,"{'a': 0.5, 'e': 0.9695401509482237}",20,10,-31.056908471043826,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.9692922747211767}",20,0,-68.40009499577724,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
247,False,"{'a': 0.5, 'e': 0.9690434097191645}",20,0,-81.97337287674321,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
248,False,"{'a': 0.5, 'e': 0.9687935561960539}",20,0,-44.30235566771704,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.9685427144067208}",25,0,-178.5481048838445,"{0: 14, 1: 1, 2: 5, 3: 3, 4: 2}",0
250,False,"{'a': 0.5, 'e': 0.9682908846070486}",25,0,-56.830583878376956,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.968038067053929}",25,0,-187.9622654318069,"{0: 12, 1: 5, 2: 4, 3: 1, 4: 3}",0
252,False,"{'a': 0.5, 'e': 0.9677842620052611}",35,0,-102.7309228975704,"{0: 26, 1: 1, 2: 5, 3: 2, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.9675294697199516}",25,0,-163.32359631737066,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
254,False,"{'a': 0.5, 'e': 0.9672736904579138}",20,0,-145.68751095479945,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
255,False,"{'a': 0.5, 'e': 0.9670169244800684}",30,0,-139.4802061887439,"{0: 17, 1: 4, 2: 6, 3: 2, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.966759172048342}",25,0,-107.7047603979415,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.9665004334256682}",25,0,-153.59402451672648,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
258,False,"{'a': 0.5, 'e': 0.9662407088759859}",20,0,-139.423087348159,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
259,False,"{'a': 0.5, 'e': 0.9659799986642403}",30,0,-136.13840192003843,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
260,False,"{'a': 0.5, 'e': 0.965718303056382}",25,0,-101.10721855123984,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
261,False,"{'a': 0.5, 'e': 0.9654556223193663}",30,0,-166.69527911754022,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 2}",0
262,False,"{'a': 0.5, 'e': 0.9651919567211541}",20,0,-42.590635601584346,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
263,False,"{'a': 0.5, 'e': 0.9649273065307106}",20,0,-126.84967592831256,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
264,False,"{'a': 0.5, 'e': 0.9646616720180052}",30,0,-145.27332568876054,"{0: 18, 1: 1, 2: 8, 3: 2, 4: 1}",0
265,False,"{'a': 0.5, 'e': 0.964395053454012}",20,0,-63.98886292454943,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
266,False,"{'a': 0.5, 'e': 0.9641274511107083}",20,0,-23.07843815944335,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.9638588652610754}",25,0,-209.0195168241666,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 4}",0
268,False,"{'a': 0.5, 'e': 0.9635892961790976}",25,0,-151.43553690455357,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
269,False,"{'a': 0.5, 'e': 0.9633187441397624}",30,0,-188.96421302545642,"{0: 15, 1: 3, 2: 7, 3: 4, 4: 1}",0
270,False,"{'a': 0.5, 'e': 0.9630472094190596}",20,0,-68.68145375742135,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
271,False,"{'a': 0.5, 'e': 0.9627746922939823}",25,16,-9.643183838086154,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.9625011930425247}",30,0,-137.77997059752948,"{0: 20, 1: 5, 2: 2, 3: 0, 4: 3}",0
273,False,"{'a': 0.5, 'e': 0.9622267119436835}",35,0,-228.36268787885658,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 5}",0
274,False,"{'a': 0.5, 'e': 0.961951249277457}",25,0,-121.98828916904075,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.9616748053248445}",20,0,-106.57858186122924,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
276,False,"{'a': 0.5, 'e': 0.9613973803678464}",20,0,-80.50772490272945,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
277,False,"{'a': 0.5, 'e': 0.9611189746894641}",30,0,-230.06557649154706,"{0: 16, 1: 3, 2: 5, 3: 3, 4: 3}",0
278,False,"{'a': 0.5, 'e': 0.9608395885736989}",20,0,-93.53222090198527,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
279,False,"{'a': 0.5, 'e': 0.9605592223055528}",20,0,-57.39777922536957,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
280,False,"{'a': 0.5, 'e': 0.9602778761710273}",25,0,-167.68030618853004,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
281,False,"{'a': 0.5, 'e': 0.9599955504571237}",25,0,-101.8488270552098,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
282,False,"{'a': 0.5, 'e': 0.9597122454518422}",30,0,-164.3616083186066,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
283,False,"{'a': 0.5, 'e': 0.9594279614441824}",20,0,-74.16647344756562,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
284,False,"{'a': 0.5, 'e': 0.9591426987241424}",25,0,-118.32836194024729,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
285,False,"{'a': 0.5, 'e': 0.9588564575827184}",30,0,-172.48504479404758,"{0: 21, 1: 3, 2: 2, 3: 0, 4: 4}",0
286,False,"{'a': 0.5, 'e': 0.9585692383119053}",25,0,-131.80947426257706,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
287,False,"{'a': 0.5, 'e': 0.9582810412046954}",25,0,-218.13223103691502,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 4}",0
288,False,"{'a': 0.5, 'e': 0.9579918665550783}",20,0,-75.94289552082226,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
289,False,"{'a': 0.5, 'e': 0.9577017146580413}",30,10,-124.23270091027159,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 2}",1
290,False,"{'a': 0.5, 'e': 0.9574105858095682}",25,0,-129.3470815321605,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
291,False,"{'a': 0.5, 'e': 0.9571184803066396}",20,0,-48.67534774056478,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
292,False,"{'a': 0.5, 'e': 0.9568253984472321}",20,0,-106.54135352214806,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
293,False,"{'a': 0.5, 'e': 0.9565313405303187}",25,0,-96.00718123376407,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
294,False,"{'a': 0.5, 'e': 0.9562363068558678}",20,0,-188.4253087387606,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
295,False,"{'a': 0.5, 'e': 0.9559402977248431}",20,9,-1.5060683336234808,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.9556433134392037}",30,14,-101.57661671894601,"{0: 8, 1: 1, 2: 5, 3: 1, 4: 1}",1
297,False,"{'a': 0.5, 'e': 0.9553453543019031}",20,0,-152.29207385196185,"{0: 10, 1: 5, 2: 2, 3: 0, 4: 3}",0
298,False,"{'a': 0.5, 'e': 0.9550464206168894}",25,0,-129.33517957048608,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.9547465126891048}",25,10,-11.315670597479272,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.9544456308244855}",20,0,-102.37103087049692,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
301,False,"{'a': 0.5, 'e': 0.954143775329961}",20,0,-74.34705568992264,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
302,False,"{'a': 0.5, 'e': 0.9538409465134539}",30,0,-58.5777887498147,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
303,False,"{'a': 0.5, 'e': 0.95353714468388}",20,0,-153.39395894554417,"{0: 7, 1: 8, 2: 2, 3: 1, 4: 2}",0
304,False,"{'a': 0.5, 'e': 0.9532323701511475}",25,3,-44.13599306525954,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.952926623226157}",30,0,-175.52636186097365,"{0: 17, 1: 1, 2: 9, 3: 1, 4: 2}",0
306,False,"{'a': 0.5, 'e': 0.9526199042208006}",30,0,-118.27944043254594,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
307,False,"{'a': 0.5, 'e': 0.9523122134479626}",25,0,-179.9822590398473,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
308,False,"{'a': 0.5, 'e': 0.9520035512215181}",20,0,-141.1618905543121,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
309,False,"{'a': 0.5, 'e': 0.9516939178563337}",20,0,-193.22552930674567,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
310,False,"{'a': 0.5, 'e': 0.9513833136682662}",25,0,-119.53435827770367,"{0: 13, 1: 2, 2: 8, 3: 2, 4: 0}",0
311,False,"{'a': 0.5, 'e': 0.951071738974163}",20,0,-33.56408196562984,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
312,False,"{'a': 0.5, 'e': 0.9507591940918613}",25,0,-157.4309048056044,"{0: 12, 1: 7, 2: 3, 3: 1, 4: 2}",0
313,False,"{'a': 0.5, 'e': 0.9504456793401881}",20,0,-156.88807958179447,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
314,False,"{'a': 0.5, 'e': 0.9501311950389598}",25,0,-79.05956353717434,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
315,False,"{'a': 0.5, 'e': 0.949815741508982}",20,0,-235.79697116298178,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 5}",0
316,False,"{'a': 0.5, 'e': 0.9494993190720484}",25,0,-77.743929509415,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
317,False,"{'a': 0.5, 'e': 0.9491819280509419}",20,8,-12.524079256106404,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.9488635687694329}",20,0,-69.24975254051898,"{0: 13, 1: 2, 2: 2, 3: 3, 4: 0}",0
319,False,"{'a': 0.5, 'e': 0.9485442415522797}",20,0,-93.4069265681683,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
320,False,"{'a': 0.5, 'e': 0.9482239467252279}",30,0,-230.1033238006974,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 4}",0
321,False,"{'a': 0.5, 'e': 0.9479026846150104}",20,0,-39.882554955259295,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
322,False,"{'a': 0.5, 'e': 0.9475804555493463}",25,2,-80.1315958323465,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 1}",1
323,False,"{'a': 0.5, 'e': 0.9472572598569419}",20,0,-99.76882377465223,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",1
324,False,"{'a': 0.5, 'e': 0.9469330978674887}",25,0,-154.3655062418704,"{0: 13, 1: 1, 2: 8, 3: 2, 4: 1}",0
325,False,"{'a': 0.5, 'e': 0.9466079699116645}",25,0,-172.48014648570398,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
326,False,"{'a': 0.5, 'e': 0.9462818763211324}",20,0,-155.90374724856676,"{0: 7, 1: 3, 2: 7, 3: 2, 4: 1}",0
327,False,"{'a': 0.5, 'e': 0.9459548174285402}",20,2,-126.91063812139946,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 3}",1
328,False,"{'a': 0.5, 'e': 0.9456267935675208}",30,0,-206.40013760234547,"{0: 17, 1: 4, 2: 5, 3: 0, 4: 4}",0
329,False,"{'a': 0.5, 'e': 0.9452978050726912}",20,0,-47.73691028355087,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
330,False,"{'a': 0.5, 'e': 0.9449678522796527}",25,0,-94.25584857602144,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
331,False,"{'a': 0.5, 'e': 0.9446369355249901}",25,0,-107.65715981351032,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
332,False,"{'a': 0.5, 'e': 0.9443050551462714}",35,0,-189.66342339366278,"{0: 22, 1: 2, 2: 7, 3: 1, 4: 3}",0
333,False,"{'a': 0.5, 'e': 0.9439722114820479}",20,0,-129.3066212522174,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
334,False,"{'a': 0.5, 'e': 0.9436384048718532}",30,0,-150.74913312291844,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
335,False,"{'a': 0.5, 'e': 0.9433036356562037}",20,0,-83.17626587974033,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
336,False,"{'a': 0.5, 'e': 0.9429679041765971}",20,0,-56.59362119725542,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
337,False,"{'a': 0.5, 'e': 0.9426312107755134}",25,12,-110.18135205889163,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 2}",1
338,False,"{'a': 0.5, 'e': 0.9422935557964132}",20,0,-54.49379759411001,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
339,False,"{'a': 0.5, 'e': 0.9419549395837384}",30,0,-110.03185478965405,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",0
340,False,"{'a': 0.5, 'e': 0.9416153624829116}",20,0,-60.00749685348838,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.941274824840335}",25,0,-120.60685241388104,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
342,False,"{'a': 0.5, 'e': 0.9409333270033913}",20,0,-53.79905618699008,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
343,False,"{'a': 0.5, 'e': 0.9405908693204422}",30,0,-117.14241611714355,"{0: 20, 1: 0, 2: 8, 3: 1, 4: 1}",0
344,False,"{'a': 0.5, 'e': 0.940247452140829}",20,0,-104.1444599987301,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
345,False,"{'a': 0.5, 'e': 0.9399030758148714}",20,0,-9.799977377073013,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
346,False,"{'a': 0.5, 'e': 0.9395577406938677}",20,0,-189.75989885315542,"{0: 9, 1: 3, 2: 3, 3: 2, 4: 3}",0
347,False,"{'a': 0.5, 'e': 0.9392114471300941}",25,0,-122.57696027441456,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
348,False,"{'a': 0.5, 'e': 0.9388641954768048}",20,0,-67.76704519915693,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
349,False,"{'a': 0.5, 'e': 0.9385159860882311}",30,0,-129.53505869822231,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
350,False,"{'a': 0.5, 'e': 0.9381668193195812}",25,0,-157.60458152284033,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
351,False,"{'a': 0.5, 'e': 0.9378166955270405}",30,0,-177.0853009886488,"{0: 21, 1: 2, 2: 3, 3: 0, 4: 4}",0
352,False,"{'a': 0.5, 'e': 0.9374656150677699}",25,0,-156.551176415489,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
353,False,"{'a': 0.5, 'e': 0.9371135782999067}",20,7,-60.161876945106215,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
354,False,"{'a': 0.5, 'e': 0.9367605855825635}",25,0,-74.66080102831106,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
355,False,"{'a': 0.5, 'e': 0.9364066372758282}",20,0,-83.05005219758722,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.9360517337407634}",20,0,-213.58379338826123,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 4}",0
357,False,"{'a': 0.5, 'e': 0.9356958753394062}",20,0,-74.49993630414993,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
358,False,"{'a': 0.5, 'e': 0.9353390624347678}",30,0,-169.46988693138482,"{0: 17, 1: 1, 2: 10, 3: 0, 4: 2}",0
359,False,"{'a': 0.5, 'e': 0.9349812953908329}",30,0,-220.0502311228553,"{0: 15, 1: 4, 2: 4, 3: 5, 4: 2}",0
360,False,"{'a': 0.5, 'e': 0.9346225745725595}",20,8,-97.1119495366816,"{0: 5, 1: 0, 2: 6, 3: 0, 4: 1}",1
361,False,"{'a': 0.5, 'e': 0.934262900345879}",25,0,-104.96190597317283,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
362,False,"{'a': 0.5, 'e': 0.9339022730776948}",25,0,-163.4445068527765,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
363,False,"{'a': 0.5, 'e': 0.9335406931358827}",20,0,-57.73645214975309,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
364,False,"{'a': 0.5, 'e': 0.9331781608892906}",25,0,-86.98085089608233,"{0: 16, 1: 6, 2: 1, 3: 1, 4: 1}",0
365,False,"{'a': 0.5, 'e': 0.9328146767077375}",30,0,-45.16320843609882,"{0: 22, 1: 1, 2: 7, 3: 0, 4: 0}",0
366,False,"{'a': 0.5, 'e': 0.9324502409620137}",30,23,4.207283235862116,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
