trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.5, 'e': 0.9320848540238797}",25,0,-107.78665189566318,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
368,False,"{'a': 0.5, 'e': 0.9317185162660672}",20,0,-71.74783414007726,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
369,False,"{'a': 0.5, 'e': 0.9313512280622769}",20,0,-82.21566021319887,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
370,False,"{'a': 0.5, 'e': 0.9309829897871795}",30,0,-58.45575347259067,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
371,False,"{'a': 0.5, 'e': 0.9306138018164152}",25,0,-40.869285000801376,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
372,False,"{'a': 0.5, 'e': 0.9302436645265922}",25,0,-74.40798034560724,"{0: 18, 1: 2, 2: 2, 3: 3, 4: 0}",0
373,False,"{'a': 0.5, 'e': 0.9298725782952878}",20,0,-55.31793250182283,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
374,False,"{'a': 0.5, 'e': 0.9295005435010468}",25,0,-100.37594400572073,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
375,False,"{'a': 0.5, 'e': 0.9291275605233821}",25,0,-107.49600361223193,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
376,False,"{'a': 0.5, 'e': 0.9287536297427734}",30,0,-142.64993363437836,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
377,False,"{'a': 0.5, 'e': 0.9283787515406675}",20,0,-52.19514717010969,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
378,False,"{'a': 0.5, 'e': 0.9280029262994778}",30,0,-192.95508582338417,"{0: 19, 1: 1, 2: 5, 3: 2, 4: 3}",0
379,False,"{'a': 0.5, 'e': 0.9276261544025833}",25,0,-118.78129763778738,"{0: 16, 1: 3, 2: 2, 3: 3, 4: 1}",0
380,False,"{'a': 0.5, 'e': 0.9272484362343292}",25,0,-126.8324751547221,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
381,False,"{'a': 0.5, 'e': 0.9268697721800258}",20,0,-72.7877517564694,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
382,False,"{'a': 0.5, 'e': 0.9264901626259481}",25,0,-77.16441538972086,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
383,False,"{'a': 0.5, 'e': 0.9261096079593357}",20,0,-103.06941966188971,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
384,False,"{'a': 0.5, 'e': 0.9257281085683927}",20,0,-100.2946447495379,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
385,False,"{'a': 0.5, 'e': 0.9253456648422864}",30,0,-233.8073444250507,"{0: 17, 1: 0, 2: 9, 3: 0, 4: 4}",0
386,False,"{'a': 0.5, 'e': 0.9249622771711477}",20,0,-119.62444275901379,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",1
387,False,"{'a': 0.5, 'e': 0.9245779459460701}",25,0,-107.86583635868925,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
388,False,"{'a': 0.5, 'e': 0.9241926715591101}",30,0,-209.9898595092444,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
389,False,"{'a': 0.5, 'e': 0.923806454403286}",25,0,-165.94382485717395,"{0: 12, 1: 2, 2: 9, 3: 0, 4: 2}",0
390,False,"{'a': 0.5, 'e': 0.9234192948725779}",20,0,-168.74900726687926,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 4}",0
391,False,"{'a': 0.5, 'e': 0.9230311933619272}",25,0,-139.05029568661575,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 1}",0
392,False,"{'a': 0.5, 'e': 0.9226421502672361}",25,0,-44.44343115630785,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
393,False,"{'a': 0.5, 'e': 0.9222521659853675}",25,0,-74.45163947593313,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
394,False,"{'a': 0.5, 'e': 0.9218612409141445}",25,0,-141.00007456551944,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
395,False,"{'a': 0.5, 'e': 0.9214693754523494}",25,0,-231.8355074404439,"{0: 9, 1: 4, 2: 8, 3: 1, 4: 3}",0
396,False,"{'a': 0.5, 'e': 0.9210765699997244}",20,1,-82.56919994583771,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 1}",1
397,False,"{'a': 0.5, 'e': 0.9206828249569703}",20,0,-102.95051584098222,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
398,False,"{'a': 0.5, 'e': 0.9202881407257463}",30,0,-98.26152928181072,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
399,False,"{'a': 0.5, 'e': 0.9198925177086696}",30,3,-155.31910726705584,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 2}",1
400,False,"{'a': 0.5, 'e': 0.9194959563093155}",20,0,-167.93999695389806,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
401,False,"{'a': 0.5, 'e': 0.9190984569322159}",25,0,-120.71852515322554,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
402,False,"{'a': 0.5, 'e': 0.9187000199828603}",25,0,-108.70363189828358,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
403,False,"{'a': 0.5, 'e': 0.9183006458676939}",25,0,-270.4794356888274,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 5}",0
404,False,"{'a': 0.5, 'e': 0.9179003349941183}",20,0,-131.63851685571908,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
405,False,"{'a': 0.5, 'e': 0.9174990877704905}",20,0,-161.92297451702524,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
406,False,"{'a': 0.5, 'e': 0.9170969046061229}",20,0,-84.51669538889362,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
407,False,"{'a': 0.5, 'e': 0.9166937859112824}",25,0,-70.73041330897149,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
408,False,"{'a': 0.5, 'e': 0.9162897320971904}",25,0,-34.85664191708764,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
409,False,"{'a': 0.5, 'e': 0.9158847435760222}",30,0,-173.67009604598599,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 3}",0
410,False,"{'a': 0.5, 'e': 0.9154788207609065}",25,11,-2.7145794042613325,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.9150719640659251}",30,0,-75.14830857381284,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
412,False,"{'a': 0.5, 'e': 0.9146641739061124}",30,0,-111.58103423792106,"{0: 17, 1: 3, 2: 8, 3: 2, 4: 0}",0
413,False,"{'a': 0.5, 'e': 0.9142554506974553}",30,0,-95.78262512137107,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",1
414,False,"{'a': 0.5, 'e': 0.9138457948568922}",20,2,-189.4558815480484,"{0: 8, 1: 1, 2: 5, 3: 1, 4: 3}",1
415,False,"{'a': 0.5, 'e': 0.913435206802313}",20,0,-24.274575381029486,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
416,False,"{'a': 0.5, 'e': 0.9130236869525586}",35,0,-205.1661597885676,"{0: 18, 1: 2, 2: 12, 3: 1, 4: 2}",0
417,False,"{'a': 0.5, 'e': 0.9126112357274204}",20,0,-68.51213263344745,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
418,False,"{'a': 0.5, 'e': 0.9121978535476397}",20,0,-88.40834697079798,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
419,False,"{'a': 0.5, 'e': 0.9117835408349076}",20,4,-25.34201888871335,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.9113682980118647}",30,0,-39.901326435207736,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
421,False,"{'a': 0.5, 'e': 0.9109521255021}",25,8,-89.33382992485473,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 2}",1
422,False,"{'a': 0.5, 'e': 0.910535023730151}",25,2,-153.543803046766,"{0: 14, 1: 1, 2: 3, 3: 3, 4: 2}",1
423,False,"{'a': 0.5, 'e': 0.9101169931215033}",20,0,-36.17546079647019,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
424,False,"{'a': 0.5, 'e': 0.9096980341025899}",25,0,-94.91395136725856,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
425,False,"{'a': 0.5, 'e': 0.9092781471007907}",25,3,-50.65994490835084,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.9088573325444325}",20,0,-120.90477380039168,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
427,False,"{'a': 0.5, 'e': 0.9084355908627882}",30,0,-76.16010274040126,"{0: 18, 1: 6, 2: 6, 3: 0, 4: 0}",0
428,False,"{'a': 0.5, 'e': 0.9080129224860765}",20,0,-126.66741406885922,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
429,False,"{'a': 0.5, 'e': 0.9075893278454612}",30,0,-60.20794700475389,"{0: 22, 1: 3, 2: 3, 3: 2, 4: 0}",0
430,False,"{'a': 0.5, 'e': 0.9071648073730514}",25,0,-180.90490236846742,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
431,False,"{'a': 0.5, 'e': 0.9067393615019002}",25,0,-99.38086382095564,"{0: 13, 1: 4, 2: 6, 3: 2, 4: 0}",0
432,False,"{'a': 0.5, 'e': 0.9063129906660049}",25,0,-79.99802318675133,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
433,False,"{'a': 0.5, 'e': 0.9058856953003065}",25,7,-79.48332728351325,"{0: 8, 1: 4, 2: 5, 3: 1, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.9054574758406888}",20,13,-8.511844437341153,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.9050283327239785}",20,0,-92.0670938116333,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
436,False,"{'a': 0.5, 'e': 0.9045982663879446}",25,0,-60.89022176942641,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
437,False,"{'a': 0.5, 'e': 0.9041672772712975}",25,0,-168.04568577926912,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",1
438,False,"{'a': 0.5, 'e': 0.9037353658136894}",35,0,-183.38390159957078,"{0: 23, 1: 2, 2: 6, 3: 1, 4: 3}",0
439,False,"{'a': 0.5, 'e': 0.9033025324557129}",30,17,-6.934814666778836,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.9028687776389013}",20,1,-89.3535193460869,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 2}",1
441,False,"{'a': 0.5, 'e': 0.902434101805728}",20,0,-153.2088056069975,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
442,False,"{'a': 0.5, 'e': 0.9019985053996057}",30,17,-12.319983566074846,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.9015619888648863}",20,0,-64.71397360185972,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
444,False,"{'a': 0.5, 'e': 0.9011245526468602}",20,0,-123.9279470369783,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
445,False,"{'a': 0.5, 'e': 0.900686197191756}",20,0,-242.0116358974645,"{0: 9, 1: 3, 2: 2, 3: 1, 4: 5}",0
446,False,"{'a': 0.5, 'e': 0.9002469229467402}",20,0,-151.30016053967856,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
447,False,"{'a': 0.5, 'e': 0.8998067303599165}",20,0,-110.07348027001373,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
448,False,"{'a': 0.5, 'e': 0.8993656198803252}",25,0,-88.93655810036131,"{0: 18, 1: 0, 2: 3, 3: 4, 4: 0}",0
449,False,"{'a': 0.5, 'e': 0.8989235919579428}",20,0,-110.438566406371,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
450,False,"{'a': 0.5, 'e': 0.8984806470436824}",25,0,-55.15214261910378,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
451,False,"{'a': 0.5, 'e': 0.8980367855893918}",20,0,-36.28171813210468,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
452,False,"{'a': 0.5, 'e': 0.8975920080478541}",20,0,-94.70637363961454,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
453,False,"{'a': 0.5, 'e': 0.8971463148727868}",20,0,-119.79012167949331,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
454,False,"{'a': 0.5, 'e': 0.8966997065188416}",25,3,-186.6632813439426,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 4}",1
455,False,"{'a': 0.5, 'e': 0.8962521834416034}",25,0,-66.03493727162288,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
456,False,"{'a': 0.5, 'e': 0.8958037460975906}",20,3,-23.037473768721405,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.8953543949442542}",20,0,-118.78054580981006,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
458,False,"{'a': 0.5, 'e': 0.8949041304399771}",20,0,-77.37424136813857,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
459,False,"{'a': 0.5, 'e': 0.8944529530440741}",20,0,-170.98209571956187,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
460,False,"{'a': 0.5, 'e': 0.8940008632167914}",25,0,-126.02403874671015,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
461,False,"{'a': 0.5, 'e': 0.8935478614193055}",25,0,-128.0696274316121,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
462,False,"{'a': 0.5, 'e': 0.8930939481137238}",30,18,-32.67273691706487,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
463,False,"{'a': 0.5, 'e': 0.892639123763083}",20,0,-85.56257785545739,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
464,False,"{'a': 0.5, 'e': 0.8921833888313494}",20,0,-56.65845441424625,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",1
465,False,"{'a': 0.5, 'e': 0.8917267437834182}",25,0,-96.97798556035663,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
466,False,"{'a': 0.5, 'e': 0.8912691890851131}",35,0,-101.03945772170786,"{0: 26, 1: 1, 2: 5, 3: 2, 4: 1}",0
467,False,"{'a': 0.5, 'e': 0.8908107252031855}",20,9,-45.3726935294154,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
468,False,"{'a': 0.5, 'e': 0.8903513526053143}",20,0,-138.09817341675583,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
469,False,"{'a': 0.5, 'e': 0.8898910717601056}",35,0,-143.5432540889898,"{0: 22, 1: 3, 2: 7, 3: 2, 4: 1}",0
470,False,"{'a': 0.5, 'e': 0.8894298831370917}",25,1,-233.61885303837,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 4}",1
471,False,"{'a': 0.5, 'e': 0.8889677872067312}",20,0,-21.221102577418602,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
472,False,"{'a': 0.5, 'e': 0.8885047844404079}",20,11,-27.73563497472506,"{0: 4, 1: 3, 2: 2, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.8880408753104312}",30,0,-58.2247214530377,"{0: 21, 1: 4, 2: 4, 3: 1, 4: 0}",0
474,False,"{'a': 0.5, 'e': 0.8875760602900346}",25,0,-85.83223661882522,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
475,False,"{'a': 0.5, 'e': 0.8871103398533758}",20,0,-95.31699298542364,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
476,False,"{'a': 0.5, 'e': 0.8866437144755362}",25,0,-202.0635466339019,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
477,False,"{'a': 0.5, 'e': 0.8861761846325205}",20,2,-107.26674314877185,"{0: 11, 1: 1, 2: 2, 3: 3, 4: 1}",1
478,False,"{'a': 0.5, 'e': 0.8857077508012556}",20,4,-26.637651490983817,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.885238413459591}",20,0,-69.40063075617255,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
480,False,"{'a': 0.5, 'e': 0.8847681730862975}",30,0,-132.8245195993964,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
481,False,"{'a': 0.5, 'e': 0.8842970301610674}",35,0,-164.70659607731164,"{0: 21, 1: 8, 2: 3, 3: 0, 4: 3}",0
482,False,"{'a': 0.5, 'e': 0.8838249851645135}",25,0,-26.476744021915508,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
483,False,"{'a': 0.5, 'e': 0.8833520385781689}",20,5,-55.37973973999566,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
484,False,"{'a': 0.5, 'e': 0.8828781908844864}",20,12,-0.6254164726785032,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.8824034425668378}",20,0,-55.096140143591576,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
486,False,"{'a': 0.5, 'e': 0.881927794109514}",20,0,-128.56110720137366,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
487,False,"{'a': 0.5, 'e': 0.881451245997724}",25,9,-124.77791647360154,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 3}",1
488,False,"{'a': 0.5, 'e': 0.8809737987175943}",20,0,-75.69279713530166,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
489,False,"{'a': 0.5, 'e': 0.8804954527561689}",20,0,-93.39393300561589,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
490,False,"{'a': 0.5, 'e': 0.8800162086014086}",20,0,-95.79176058454809,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
491,False,"{'a': 0.5, 'e': 0.8795360667421902}",20,2,-78.54367352609879,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 1}",1
492,False,"{'a': 0.5, 'e': 0.8790550276683063}",20,0,-110.12198629771733,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
493,False,"{'a': 0.5, 'e': 0.878573091870465}",25,0,-77.03725452949121,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
494,False,"{'a': 0.5, 'e': 0.8780902598402888}",20,0,-128.64176299248453,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
495,False,"{'a': 0.5, 'e': 0.8776065320703147}",25,0,-149.2550907666936,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
496,False,"{'a': 0.5, 'e': 0.8771219090539933}",20,0,-78.84792291523124,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
497,False,"{'a': 0.5, 'e': 0.8766363912856887}",20,0,-118.81825143960252,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
498,False,"{'a': 0.5, 'e': 0.8761499792606773}",25,0,-176.12246907073128,"{0: 15, 1: 0, 2: 5, 3: 3, 4: 2}",0
499,False,"{'a': 0.5, 'e': 0.8756626734751479}",30,0,-116.0860156604455,"{0: 16, 1: 3, 2: 10, 3: 1, 4: 0}",0
500,False,"{'a': 0.5, 'e': 0.8751744744262013}",25,0,-107.54393830168152,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
501,False,"{'a': 0.5, 'e': 0.8746853826118492}",30,11,-59.690504590011365,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
502,False,"{'a': 0.5, 'e': 0.8741953985310142}",30,0,-22.62399206924428,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
503,False,"{'a': 0.5, 'e': 0.873704522683529}",25,0,-111.64105457392208,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
504,False,"{'a': 0.5, 'e': 0.873212755570136}",20,0,-86.3594894655697,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
505,False,"{'a': 0.5, 'e': 0.8727200976924866}",20,7,-42.565362356219595,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
506,False,"{'a': 0.5, 'e': 0.8722265495531414}",20,3,-106.87197983535523,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 2}",1
507,False,"{'a': 0.5, 'e': 0.8717321116555685}",30,4,-53.32799415446122,"{0: 16, 1: 6, 2: 3, 3: 1, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.8712367845041442}",20,0,-92.47513792593442,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
509,False,"{'a': 0.5, 'e': 0.8707405686041515}",20,0,-42.26450240209125,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
510,False,"{'a': 0.5, 'e': 0.8702434644617804}",25,0,-95.6744286850769,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
511,False,"{'a': 0.5, 'e': 0.8697454725841265}",20,8,-47.90083937275609,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
512,False,"{'a': 0.5, 'e': 0.8692465934791915}",35,0,-247.48373591311264,"{0: 21, 1: 2, 2: 6, 3: 2, 4: 4}",0
513,False,"{'a': 0.5, 'e': 0.868746827655882}",20,0,-87.02910346635144,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
514,False,"{'a': 0.5, 'e': 0.8682461756240087}",20,0,-151.11555707603026,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
515,False,"{'a': 0.5, 'e': 0.8677446378942871}",20,14,-2.7767435670670584,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.8672422149783355}",30,0,-114.05606862948653,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 2}",0
517,False,"{'a': 0.5, 'e': 0.8667389073886758}",25,0,-37.81848317369595,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
518,False,"{'a': 0.5, 'e': 0.8662347156387318}",20,0,-104.35640128122742,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
519,False,"{'a': 0.5, 'e': 0.8657296402428293}",25,20,6.159513571138491,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.865223681716196}",30,14,-11.882912953010164,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.86471684057496}",35,0,-195.28071482629608,"{0: 22, 1: 2, 2: 7, 3: 1, 4: 3}",0
522,False,"{'a': 0.5, 'e': 0.8642091173361499}",35,0,-190.44303565651913,"{0: 23, 1: 1, 2: 7, 3: 1, 4: 3}",1
523,False,"{'a': 0.5, 'e': 0.8637005125176942}",25,0,-188.9207833780414,"{0: 15, 1: 0, 2: 5, 3: 2, 4: 3}",0
524,False,"{'a': 0.5, 'e': 0.8631910266384205}",20,0,-132.043422562778,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
525,False,"{'a': 0.5, 'e': 0.8626806602180555}",20,0,-72.60300714456291,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
526,False,"{'a': 0.5, 'e': 0.8621694137772237}",25,0,-91.96638484711278,"{0: 12, 1: 7, 2: 5, 3: 1, 4: 0}",0
527,False,"{'a': 0.5, 'e': 0.8616572878374478}",20,0,-92.3631531542107,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
528,False,"{'a': 0.5, 'e': 0.8611442829211472}",20,9,-5.7759049207330815,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.8606303995516382}",20,0,-18.15884412678471,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
530,False,"{'a': 0.5, 'e': 0.8601156382531333}",25,0,-132.80262561945514,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
531,False,"{'a': 0.5, 'e': 0.8595999995507404}",25,0,-27.550810081314022,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
532,False,"{'a': 0.5, 'e': 0.8590834839704626}",25,0,-71.32994526750349,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
533,False,"{'a': 0.5, 'e': 0.8585660920391973}",20,0,-105.73559472005458,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
534,False,"{'a': 0.5, 'e': 0.8580478242847358}",20,0,-56.344050851001455,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
535,False,"{'a': 0.5, 'e': 0.8575286812357633}",20,0,-21.42970601516304,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
536,False,"{'a': 0.5, 'e': 0.8570086634218573}",25,0,-40.89147250692955,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
537,False,"{'a': 0.5, 'e': 0.8564877713734882}",25,0,-141.5861885368535,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
538,False,"{'a': 0.5, 'e': 0.8559660056220177}",30,0,-188.27453770617632,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
539,False,"{'a': 0.5, 'e': 0.8554433666996991}",25,7,-32.07525920767023,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.8549198551396764}",25,6,-64.66228356258036,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 1}",1
541,False,"{'a': 0.5, 'e': 0.8543954714759835}",25,0,-226.75384672411028,"{0: 11, 1: 1, 2: 9, 3: 1, 4: 3}",0
542,False,"{'a': 0.5, 'e': 0.8538702162435443}",20,3,-10.326550099689236,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.8533440899781716}",20,0,-38.380592638906776,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
544,False,"{'a': 0.5, 'e': 0.8528170932165666}",20,0,-68.38166843300108,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
545,False,"{'a': 0.5, 'e': 0.8522892264963189}",20,0,-67.08527433407711,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
546,False,"{'a': 0.5, 'e': 0.851760490355905}",20,0,-39.13942877570325,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
547,False,"{'a': 0.5, 'e': 0.8512308853346888}",25,0,-120.26958147032897,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
548,False,"{'a': 0.5, 'e': 0.8507004119729203}",25,7,-22.961938379064502,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.8501690708117354}",20,0,-79.34096292696503,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
550,False,"{'a': 0.5, 'e': 0.8496368623931551}",30,0,-62.334553502019894,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",0
